År,Måned,Dag,Tid,Volum totalt,Lufttemperatur,Relativ luftfuktighet,Lufttrykk
2018,7,10,16,183,23.0,42.0,1015.5
2018,7,10,17,211,22.6,46.0,1015.7
2018,7,10,18,137,22.1,49.0,1015.7
2018,7,10,19,106,20.8,53.0,1015.9
2018,7,10,20,399,19.1,61.0,1016.0
2018,7,10,21,175,17.3,70.0,1016.2
2018,7,10,22,45,16.6,75.0,1016.2
2018,7,10,23,38,15.6,80.0,1016.4
2018,7,11,0,30,15.2,81.0,1016.0
2018,7,11,1,32,14.8,84.0,1016.2
2018,7,11,2,28,14.9,84.0,1016.2
2018,7,11,3,30,14.7,85.0,1015.9
2018,7,11,4,100,14.6,85.0,1015.9
2018,7,11,5,173,14.8,85.0,1015.9
2018,7,11,6,244,15.1,85.0,1015.7
2018,7,11,7,237,16.9,76.0,1015.4
2018,7,11,8,256,18.0,70.0,1015.0
2018,7,11,9,268,19.2,66.0,1014.8
2018,7,11,10,273,19.1,68.0,1014.7
2018,7,11,11,300,20.7,61.0,1014.3
2018,7,11,12,309,20.2,62.0,1014.5
2018,7,11,13,316,19.9,57.0,1014.0
2018,7,11,14,291,20.3,56.0,1013.8
2018,7,11,15,226,19.8,61.0,1013.7
2018,7,11,16,269,18.9,64.0,1013.7
2018,7,11,17,209,17.6,70.0,1013.7
2018,7,11,18,130,16.2,77.0,1013.8
2018,7,11,19,102,15.2,79.0,1013.8
2018,7,11,20,127,14.8,81.0,1014.0
2018,7,11,21,120,13.7,86.0,1014.0
2018,7,11,22,52,13.1,89.0,1014.0
2018,7,11,23,29,13.1,90.0,1013.7
2018,7,12,0,28,12.8,90.0,1013.5
2018,7,12,1,29,12.9,90.0,1013.3
2018,7,12,2,24,12.8,91.0,1013.3
2018,7,12,3,23,12.6,92.0,1013.2
2018,7,12,4,90,12.7,91.0,1013.0
2018,7,12,5,183,13.0,89.0,1012.8
2018,7,12,6,237,13.4,88.0,1012.8
2018,7,12,7,217,13.1,87.0,1012.8
2018,7,12,8,242,13.9,83.0,1012.7
2018,7,12,9,244,14.0,80.0,1012.5
2018,7,12,10,331,16.0,75.0,1012.5
2018,7,12,11,307,15.5,77.0,1012.3
2018,7,12,12,327,15.4,77.0,1012.3
2018,7,12,13,327,15.7,75.0,1012.0
2018,7,12,14,298,16.1,73.0,1011.8
2018,7,12,15,225,16.3,73.0,1011.6
2018,7,12,16,230,16.0,70.0,1011.8
2018,7,12,17,197,15.6,72.0,1011.6
2018,7,12,18,166,14.9,74.0,1012.0
2018,7,12,19,182,14.1,77.0,1012.0
2018,7,12,20,117,13.4,80.0,1012.5
2018,7,12,21,69,12.5,83.0,1012.7
2018,7,12,22,59,12.3,84.0,1012.7
2018,7,12,23,28,12.0,83.0,1012.5
2018,7,13,0,27,11.8,83.0,1012.8
2018,7,13,1,34,11.8,83.0,1012.7
2018,7,13,2,24,11.9,84.0,1012.7
2018,7,13,3,15,11.8,83.0,1012.7
2018,7,13,4,90,11.9,82.0,1012.3
2018,7,13,5,181,11.9,82.0,1012.2
2018,7,13,6,225,11.9,83.0,1012.3
2018,7,13,7,240,12.1,82.0,1012.3
2018,7,13,8,281,12.5,81.0,1012.5
2018,7,13,9,307,12.6,79.0,1012.2
2018,7,13,10,322,12.7,78.0,1012.3
2018,7,13,11,306,13.0,77.0,1012.5
2018,7,13,12,374,13.6,75.0,1012.3
2018,7,13,13,358,13.5,78.0,1012.3
2018,7,13,14,247,14.0,77.0,1012.2
2018,7,13,15,234,14.4,75.0,1012.2
2018,7,13,16,214,13.9,77.0,1012.2
2018,7,13,17,171,13.7,77.0,1012.0
2018,7,13,18,139,13.4,77.0,1012.0
2018,7,13,19,135,12.8,81.0,1012.2
2018,7,13,20,102,12.3,81.0,1012.3
2018,7,13,21,82,12.2,82.0,1012.3
2018,7,13,22,54,12.0,84.0,1012.3
2018,7,13,23,50,12.0,85.0,1012.3
2018,7,14,0,29,11.8,84.0,1012.2
2018,7,14,1,46,11.9,83.0,1012.2
2018,7,14,2,21,11.8,83.0,1012.0
2018,7,14,3,17,11.5,82.0,1011.8
2018,7,14,4,29,11.4,83.0,1011.8
2018,7,14,5,46,11.2,84.0,1011.6
2018,7,14,6,50,11.4,83.0,1011.6
2018,7,14,7,86,11.6,81.0,1011.8
2018,7,14,8,119,12.0,80.0,1012.0
2018,7,14,9,139,12.9,75.0,1011.6
2018,7,14,10,198,13.7,71.0,1011.3
2018,7,14,11,218,15.1,68.0,1011.0
2018,7,14,12,193,16.0,61.0,1010.5
2018,7,14,13,210,16.7,58.0,1010.3
2018,7,14,14,176,16.1,60.0,1010.3
2018,7,14,15,173,16.0,63.0,1010.3
2018,7,14,16,161,15.4,66.0,1010.5
2018,7,14,17,168,16.0,65.0,1010.3
2018,7,14,18,126,16.0,68.0,1010.1
2018,7,14,19,124,14.9,69.0,1010.1
2018,7,14,20,88,14.7,69.0,1010.0
2018,7,14,21,80,14.5,70.0,1009.8
2018,7,14,22,68,14.5,72.0,1009.8
2018,7,14,23,52,14.2,74.0,1009.8
2018,7,15,0,42,14.5,74.0,1009.6
2018,7,15,1,40,14.4,73.0,1009.6
2018,7,15,2,46,14.3,75.0,1009.5
2018,7,15,3,26,13.8,81.0,1009.3
2018,7,15,4,20,13.7,84.0,1009.1
2018,7,15,5,23,13.8,83.0,1009.3
2018,7,15,6,46,14.1,84.0,1009.5
2018,7,15,7,68,15.2,79.0,1009.3
2018,7,15,8,95,16.2,76.0,1009.5
2018,7,15,9,134,18.1,66.0,1009.3
2018,7,15,10,191,18.8,65.0,1009.1
2018,7,15,11,182,20.4,55.0,1009.0
2018,7,15,12,236,20.8,59.0,1008.8
2018,7,15,13,237,21.6,55.0,1009.0
2018,7,15,14,240,21.2,58.0,1009.0
2018,7,15,15,145,20.4,59.0,1009.1
2018,7,15,16,110,20.0,60.0,1009.1
2018,7,15,17,208,20.0,60.0,1008.8
2018,7,15,18,201,19.4,57.0,1009.1
2018,7,15,19,158,19.4,62.0,1009.0
2018,7,15,20,141,19.0,63.0,1009.1
2018,7,15,21,104,17.8,68.0,1009.3
2018,7,15,22,63,16.6,76.0,1009.5
2018,7,15,23,27,16.1,78.0,1009.5
2018,7,16,0,18,16.7,76.0,1009.3
2018,7,16,1,39,16.5,75.0,1009.1
2018,7,16,2,22,16.8,72.0,1009.0
2018,7,16,3,22,16.3,73.0,1008.8
2018,7,16,4,96,17.2,70.0,1008.6
2018,7,16,5,176,18.2,68.0,1008.4
2018,7,16,6,200,19.9,61.0,1008.4
2018,7,16,7,233,20.9,56.0,1008.3
2018,7,16,8,257,21.6,52.0,1008.1
2018,7,16,9,260,22.3,51.0,1008.4
2018,7,16,10,320,23.4,47.0,1008.4
2018,7,16,11,293,22.9,49.0,1008.6
2018,7,16,12,275,23.0,49.0,1009.0
2018,7,16,13,351,22.4,53.0,1008.8
2018,7,16,14,258,22.2,53.0,1009.0
2018,7,16,15,214,22.1,55.0,1008.8
2018,7,16,16,204,22.0,49.0,1009.0
2018,7,16,17,201,21.2,49.0,1009.1
2018,7,16,18,176,20.8,52.0,1009.1
2018,7,16,19,198,21.0,52.0,1009.3
2018,7,16,20,143,20.3,52.0,1009.5
2018,7,16,21,86,19.2,58.0,1009.8
2018,7,16,22,47,18.5,61.0,1009.8
2018,7,16,23,27,17.9,62.0,1009.3
2018,7,17,0,23,17.6,65.0,1009.0
2018,7,17,1,28,17.0,68.0,1008.8
2018,7,17,2,26,16.7,69.0,1008.4
2018,7,17,3,17,15.8,71.0,1008.3
2018,7,17,4,103,15.5,73.0,1008.1
2018,7,17,5,190,16.9,69.0,1007.8
2018,7,17,6,209,17.9,67.0,1008.1
2018,7,17,7,201,18.4,67.0,1007.9
2018,7,17,8,266,20.7,58.0,1008.1
2018,7,17,9,254,21.1,54.0,1007.9
2018,7,17,10,290,21.2,53.0,1007.8
2018,7,17,11,291,23.3,45.0,1007.6
2018,7,17,12,352,23.4,46.0,1007.6
2018,7,17,13,314,24.2,45.0,1007.3
2018,7,17,14,293,22.7,50.0,1007.3
2018,7,17,15,244,20.4,69.0,1007.4
2018,7,17,16,201,19.7,77.0,1006.8
2018,7,17,17,172,19.3,75.0,1007.1
2018,7,17,18,175,20.3,72.0,1006.6
2018,7,17,19,130,21.2,68.0,1006.6
2018,7,17,20,118,20.6,69.0,1006.4
2018,7,17,21,92,19.0,78.0,1006.3
2018,7,17,22,61,18.4,73.0,1006.3
2018,7,17,23,42,18.1,75.0,1006.3
2018,7,18,0,36,17.7,78.0,1006.3
2018,7,18,1,43,17.5,79.0,1006.4
2018,7,18,2,21,17.2,78.0,1006.4
2018,7,18,3,23,16.8,79.0,1006.4
2018,7,18,4,87,16.1,79.0,1006.1
2018,7,18,5,158,16.6,77.0,1006.3
2018,7,18,6,176,17.9,71.0,1006.4
2018,7,18,7,209,18.6,71.0,1006.6
2018,7,18,8,275,17.3,77.0,1007.4
2018,7,18,9,289,16.2,85.0,1007.6
2018,7,18,10,337,16.5,81.0,1007.9
2018,7,18,11,318,17.1,80.0,1008.1
2018,7,18,12,339,16.1,83.0,1008.8
2018,7,18,13,336,16.6,80.0,1009.3
2018,7,18,14,277,16.7,81.0,1009.8
2018,7,18,15,254,15.4,87.0,1010.1
2018,7,18,16,226,16.0,79.0,1010.5
2018,7,18,17,157,15.9,74.0,1010.8
2018,7,18,18,178,16.2,69.0,1011.0
2018,7,18,19,172,16.0,72.0,1011.3
2018,7,18,20,117,15.6,73.0,1011.6
2018,7,18,21,80,14.6,77.0,1011.8
2018,7,18,22,40,14.1,80.0,1012.3
2018,7,18,23,26,12.9,83.0,1012.3
2018,7,19,0,30,12.7,85.0,1012.7
2018,7,19,1,31,12.3,85.0,1012.8
2018,7,19,2,27,11.8,86.0,1012.8
2018,7,19,3,18,11.5,87.0,1012.8
2018,7,19,4,93,11.7,88.0,1012.8
2018,7,19,5,172,13.4,89.0,1013.0
2018,7,19,6,202,13.4,83.0,1013.0
2018,7,19,7,203,14.3,77.0,1013.0
2018,7,19,8,238,15.1,72.0,1012.8
2018,7,19,9,275,15.7,66.0,1012.7
2018,7,19,10,253,16.7,65.0,1012.3
2018,7,19,11,292,16.5,63.0,1012.2
2018,7,19,12,313,17.4,62.0,1012.2
2018,7,19,13,301,17.5,61.0,1011.6
2018,7,19,14,257,17.9,60.0,1011.5
2018,7,19,15,245,18.5,56.0,1011.1
2018,7,19,16,212,17.9,54.0,1010.8
2018,7,19,17,205,18.0,51.0,1010.5
2018,7,19,18,165,17.2,47.0,1010.6
2018,7,19,19,142,16.0,61.0,1011.0
2018,7,19,20,135,15.0,67.0,1010.8
2018,7,19,21,98,13.9,75.0,1011.0
2018,7,19,22,60,13.6,77.0,1010.5
2018,7,19,23,34,13.4,78.0,1010.5
2018,7,20,0,31,12.2,78.0,1010.0
2018,7,20,1,35,12.2,76.0,1009.6
2018,7,20,2,28,11.9,78.0,1009.1
2018,7,20,3,18,11.5,74.0,1008.6
2018,7,20,4,84,11.5,79.0,1008.3
2018,7,20,5,159,12.1,73.0,1007.9
2018,7,20,6,199,13.8,69.0,1007.8
2018,7,20,7,213,15.1,64.0,1007.8
2018,7,20,8,227,18.0,53.0,1007.4
2018,7,20,9,267,17.4,44.0,1007.3
2018,7,20,10,287,18.8,41.0,1006.6
2018,7,20,11,321,19.7,43.0,1006.3
2018,7,20,12,310,19.8,43.0,1006.3
2018,7,20,13,312,18.7,49.0,1006.3
2018,7,20,14,272,19.1,43.0,1006.3
2018,7,20,15,223,18.7,44.0,1006.1
2018,7,20,16,218,19.4,45.0,1006.1
2018,7,20,17,183,19.0,46.0,1006.3
2018,7,20,18,175,18.7,48.0,1005.9
2018,7,20,19,140,18.4,50.0,1006.1
2018,7,20,20,127,17.8,53.0,1006.1
2018,7,20,21,91,16.3,61.0,1005.9
2018,7,20,22,62,15.4,67.0,1005.6
2018,7,20,23,46,14.7,68.0,1005.4
2018,7,21,0,32,14.3,70.0,1005.4
2018,7,21,1,37,13.7,73.0,1005.6
2018,7,21,2,15,13.7,71.0,1005.4
2018,7,21,3,17,13.8,70.0,1004.9
2018,7,21,4,26,14.3,72.0,1004.9
2018,7,21,5,28,15.2,75.0,1004.6
2018,7,21,6,54,15.8,73.0,1004.6
2018,7,21,7,71,16.8,70.0,1004.4
2018,7,21,8,117,17.1,70.0,1004.4
2018,7,21,9,155,17.1,72.0,1004.4
2018,7,21,10,188,17.2,73.0,1004.4
2018,7,21,11,193,17.2,71.0,1004.2
2018,7,21,12,215,17.8,65.0,1004.2
2018,7,21,13,223,17.2,71.0,1004.4
2018,7,21,14,229,16.4,75.0,1004.6
2018,7,21,15,249,16.4,76.0,1004.2
2018,7,21,16,199,16.8,76.0,1004.1
2018,7,21,17,168,16.9,76.0,1003.9
2018,7,21,18,137,15.6,86.0,1003.9
2018,7,21,19,124,16.0,85.0,1003.9
2018,7,21,20,93,14.9,90.0,1003.9
2018,7,21,21,77,14.4,92.0,1004.2
2018,7,21,22,70,13.9,92.0,1004.2
2018,7,21,23,41,13.6,93.0,1004.1
2018,7,22,0,50,13.3,93.0,1003.9
2018,7,22,1,54,13.3,94.0,1003.4
2018,7,22,2,33,13.6,93.0,1003.6
2018,7,22,3,27,13.6,93.0,1003.4
2018,7,22,4,22,13.8,93.0,1003.2
2018,7,22,5,28,13.9,93.0,1003.1
2018,7,22,6,34,14.8,87.0,1003.1
2018,7,22,7,60,14.8,79.0,1003.1
2018,7,22,8,99,15.2,81.0,1003.1
2018,7,22,9,165,15.7,74.0,1003.2
2018,7,22,10,180,16.0,73.0,1003.2
2018,7,22,11,197,16.7,70.0,1003.2
2018,7,22,12,226,16.6,69.0,1003.6
2018,7,22,13,207,16.4,70.0,1003.6
2018,7,22,14,239,16.5,70.0,1003.6
2018,7,22,15,218,16.0,72.0,1003.6
2018,7,22,16,258,14.8,86.0,1003.7
2018,7,22,17,198,14.1,91.0,1004.1
2018,7,22,18,185,14.1,93.0,1004.2
2018,7,22,19,164,14.4,94.0,1004.1
2018,7,22,20,95,14.6,94.0,1004.6
2018,7,22,21,82,14.0,94.0,1005.2
2018,7,22,22,47,14.0,94.0,1005.6
2018,7,22,23,27,13.7,94.0,1005.8
2018,7,23,0,17,13.7,94.0,1005.9
2018,7,23,1,29,13.6,95.0,1005.9
2018,7,23,2,15,13.7,95.0,1005.9
2018,7,23,3,32,13.7,94.0,1006.1
2018,7,23,4,90,14.0,93.0,1006.1
2018,7,23,5,193,14.3,90.0,1006.1
2018,7,23,6,229,14.3,88.0,1006.4
2018,7,23,7,232,14.8,89.0,1006.3
2018,7,23,8,256,15.4,85.0,1005.9
2018,7,23,9,247,16.1,83.0,1005.9
2018,7,23,10,269,17.1,78.0,1005.9
2018,7,23,11,298,18.0,76.0,1005.6
2018,7,23,12,322,19.5,69.0,1005.2
2018,7,23,13,331,19.1,72.0,1005.6
2018,7,23,14,283,19.3,73.0,1005.2
2018,7,23,15,257,18.9,75.0,1005.2
2018,7,23,16,220,18.6,77.0,1004.9
2018,7,23,17,202,17.6,90.0,1005.1
2018,7,23,18,198,17.6,88.0,1005.2
2018,7,23,19,140,17.0,90.0,1006.1
2018,7,23,20,126,16.7,92.0,1006.4
2018,7,23,21,69,16.8,91.0,1006.4
2018,7,23,22,44,17.1,89.0,1006.9
2018,7,23,23,27,17.0,89.0,1006.9
2018,7,24,0,19,16.7,90.0,1006.4
2018,7,24,1,29,16.7,90.0,1006.1
2018,7,24,2,15,16.8,90.0,1005.9
2018,7,24,3,26,16.7,90.0,1005.8
2018,7,24,4,93,16.9,90.0,1005.2
2018,7,24,5,174,17.4,86.0,1004.9
2018,7,24,6,209,18.2,81.0,1004.4
2018,7,24,7,224,19.0,77.0,1004.4
2018,7,24,8,259,17.8,85.0,1004.2
2018,7,24,9,251,17.2,91.0,1004.4
2018,7,24,10,306,17.1,92.0,1004.7
2018,7,24,11,379,17.1,94.0,1005.1
2018,7,24,12,342,17.2,94.0,1005.6
2018,7,24,13,445,17.2,94.0,1005.8
2018,7,24,14,606,17.1,94.0,1006.3
2018,7,24,15,280,16.7,94.0,1006.4
2018,7,24,16,217,16.3,94.0,1006.1
2018,7,24,17,212,16.3,95.0,1006.1
2018,7,24,18,165,16.4,95.0,1005.6
2018,7,24,19,159,16.5,95.0,1005.9
2018,7,24,20,117,16.5,95.0,1005.9
2018,7,24,21,71,16.5,95.0,1006.1
2018,7,24,22,44,16.4,95.0,1006.1
2018,7,24,23,36,16.3,96.0,1006.3
2018,7,25,0,25,15.9,96.0,1006.3
2018,7,25,1,31,15.8,96.0,1006.6
2018,7,25,2,33,14.9,96.0,1007.1
2018,7,25,3,32,14.0,96.0,1007.9
2018,7,25,4,82,13.8,96.0,1008.4
2018,7,25,5,173,14.0,95.0,1008.8
2018,7,25,6,198,15.0,94.0,1009.1
2018,7,25,7,229,15.2,89.0,1009.6
2018,7,25,8,243,15.9,84.0,1009.8
2018,7,25,9,272,16.7,79.0,1010.0
2018,7,25,10,296,17.3,74.0,1010.0
2018,7,25,11,301,18.1,73.0,1010.5
2018,7,25,12,303,18.8,65.0,1010.6
2018,7,25,13,343,19.6,58.0,1010.5
2018,7,25,14,270,19.6,59.0,1011.1
2018,7,25,15,246,19.6,51.0,1011.5
2018,7,25,16,234,19.1,57.0,1011.5
2018,7,25,17,220,19.3,53.0,1011.6
2018,7,25,18,181,18.5,58.0,1012.3
2018,7,25,19,164,17.6,66.0,1012.5
2018,7,25,20,156,17.2,69.0,1012.7
2018,7,25,21,74,16.4,73.0,1012.8
2018,7,25,22,68,14.7,79.0,1013.2
2018,7,25,23,30,14.2,82.0,1013.3
2018,7,26,0,37,13.8,84.0,1013.5
2018,7,26,1,28,13.3,85.0,1013.5
2018,7,26,2,21,13.2,87.0,1013.7
2018,7,26,3,26,12.7,88.0,1013.7
2018,7,26,4,100,12.6,89.0,1013.7
2018,7,26,5,175,13.3,89.0,1013.8
2018,7,26,6,194,16.3,73.0,1013.7
2018,7,26,7,246,17.9,69.0,1013.7
2018,7,26,8,213,18.1,65.0,1013.5
2018,7,26,9,305,19.2,59.0,1013.3
2018,7,26,10,303,20.7,56.0,1013.3
2018,7,26,11,285,21.1,55.0,1013.0
2018,7,26,12,306,21.3,54.0,1013.0
2018,7,26,13,329,22.6,52.0,1012.8
2018,7,26,14,273,23.6,43.0,1012.8
2018,7,26,15,253,23.0,48.0,1013.2
2018,7,26,16,240,23.0,47.0,1013.0
2018,7,26,17,186,22.7,49.0,1012.8
2018,7,26,18,202,22.4,51.0,1012.8
2018,7,26,19,152,21.1,55.0,1013.5
2018,7,26,20,132,20.5,53.0,1013.8
2018,7,26,21,110,19.3,63.0,1013.8
2018,7,26,22,47,18.7,66.0,1014.0
2018,7,26,23,29,18.5,68.0,1014.2
2018,7,27,0,25,18.1,71.0,1014.2
2018,7,27,1,30,17.3,77.0,1013.8
2018,7,27,2,19,17.1,79.0,1013.3
2018,7,27,3,19,17.2,79.0,1013.0
2018,7,27,4,94,17.3,77.0,1012.8
2018,7,27,5,176,18.2,75.0,1012.8
2018,7,27,6,217,20.2,65.0,1012.8
2018,7,27,7,225,23.5,57.0,1012.7
2018,7,27,8,246,26.5,42.0,1012.5
2018,7,27,9,271,27.7,37.0,1012.3
2018,7,27,10,300,28.4,37.0,1012.5
2018,7,27,11,288,28.8,39.0,1012.3
2018,7,27,12,321,29.6,39.0,1012.2
2018,7,27,13,324,30.1,36.0,1012.0
2018,7,27,14,214,30.7,34.0,1011.6
2018,7,27,15,210,31.0,34.0,1011.1
2018,7,27,16,214,29.1,42.0,1011.5
2018,7,27,17,174,27.7,42.0,1011.8
2018,7,27,18,155,26.4,45.0,1011.8
2018,7,27,19,135,26.3,42.0,1011.8
2018,7,27,20,120,23.9,53.0,1011.8
2018,7,27,21,108,23.1,57.0,1011.8
2018,7,27,22,75,22.3,62.0,1011.5
2018,7,27,23,51,21.6,65.0,1010.8
2018,7,28,0,42,20.8,68.0,1010.8
2018,7,28,1,36,21.0,70.0,1010.1
2018,7,28,2,27,27.3,38.0,1009.1
2018,7,28,3,22,27.4,38.0,1008.3
2018,7,28,4,24,26.9,39.0,1007.9
2018,7,28,5,33,27.1,39.0,1007.4
2018,7,28,6,41,27.4,39.0,1006.9
2018,7,28,7,92,27.6,38.0,1006.3
2018,7,28,8,125,27.9,39.0,1006.1
2018,7,28,9,161,28.5,38.0,1005.1
2018,7,28,10,190,28.4,38.0,1004.4
2018,7,28,11,188,28.6,37.0,1003.2
2018,7,28,12,224,29.4,34.0,1002.4
2018,7,28,13,232,29.5,30.0,1001.0
2018,7,28,14,228,28.5,32.0,1001.2
2018,7,28,15,187,29.1,30.0,999.7
2018,7,28,16,216,28.7,33.0,999.2
2018,7,28,17,171,27.3,38.0,998.8
2018,7,28,18,184,26.5,41.0,998.5
2018,7,28,19,152,26.6,42.0,997.8
2018,7,28,20,107,22.6,57.0,999.7
2018,7,28,21,93,20.8,70.0,1000.4
2018,7,28,22,105,19.5,77.0,1000.0
2018,7,28,23,54,19.6,77.0,999.5
2018,7,29,0,45,18.5,88.0,999.4
2018,7,29,1,49,18.8,83.0,999.9
2018,7,29,2,37,18.4,87.0,999.7
2018,7,29,3,28,14.3,87.0,1000.9
2018,7,29,4,31,15.6,87.0,1001.2
2018,7,29,5,25,16.1,81.0,1002.2
2018,7,29,6,44,16.6,77.0,1002.4
2018,7,29,7,80,18.2,57.0,1002.2
2018,7,29,8,108,18.6,53.0,1002.7
2018,7,29,9,151,19.7,52.0,1003.2
2018,7,29,10,215,19.8,52.0,1003.4
2018,7,29,11,231,20.4,53.0,1003.7
2018,7,29,12,276,20.6,51.0,1004.4
2018,7,29,13,252,20.9,48.0,1004.4
2018,7,29,14,267,21.0,49.0,1004.4
2018,7,29,15,263,21.1,52.0,1004.2
2018,7,29,16,279,21.5,52.0,1003.7
2018,7,29,17,247,22.5,45.0,1003.2
2018,7,29,18,238,21.0,53.0,1003.6
2018,7,29,19,161,20.1,61.0,1004.1
2018,7,29,20,118,19.5,66.0,1004.4
2018,7,29,21,90,19.1,62.0,1004.6
2018,7,29,22,47,16.8,79.0,1004.7
2018,7,29,23,28,19.4,58.0,1003.9
2018,7,30,0,19,20.3,46.0,1002.9
2018,7,30,1,13,20.6,47.0,1002.6
2018,7,30,2,14,21.1,50.0,1001.5
2018,7,30,3,27,21.7,49.0,1001.5
2018,7,30,4,120,20.3,59.0,1001.5
2018,7,30,5,238,18.5,71.0,1002.0
2018,7,30,6,295,17.6,81.0,1002.7
2018,7,30,7,274,18.2,78.0,1003.2
2018,7,30,8,307,21.1,66.0,1003.1
2018,7,30,9,294,21.8,60.0,1003.2
2018,7,30,10,329,19.5,77.0,1004.4
2018,7,30,11,403,20.3,74.0,1005.2
2018,7,30,12,384,22.1,63.0,1005.4
2018,7,30,13,442,20.7,74.0,1006.3
2018,7,30,14,389,19.0,83.0,1007.8
2018,7,30,15,296,19.8,78.0,1007.9
2018,7,30,16,300,20.5,70.0,1007.6
2018,7,30,17,247,20.0,73.0,1008.1
2018,7,30,18,209,19.7,75.0,1008.6
2018,7,30,19,190,19.8,74.0,1009.3
2018,7,30,20,157,18.1,81.0,1009.8
2018,7,30,21,91,17.2,85.0,1009.5
2018,7,30,22,41,17.2,87.0,1009.3
2018,7,30,23,25,17.1,86.0,1008.8
2018,7,31,0,19,17.1,87.0,1007.9
2018,7,31,1,16,17.2,87.0,1007.1
2018,7,31,2,26,17.7,85.0,1007.1
2018,7,31,3,21,18.6,83.0,1006.9
2018,7,31,4,108,20.9,69.0,1006.3
2018,7,31,5,241,21.6,66.0,1005.8
2018,7,31,6,317,22.7,61.0,1005.2
2018,7,31,7,323,21.1,68.0,1005.1
2018,7,31,8,318,23.1,55.0,1004.7
2018,7,31,9,335,20.6,71.0,1005.2
2018,7,31,10,344,22.2,63.0,1005.2
2018,7,31,11,376,21.7,70.0,1005.6
2018,7,31,12,373,19.9,80.0,1006.4
2018,7,31,13,487,19.0,81.0,1006.9
2018,7,31,14,385,18.8,81.0,1007.4
2018,7,31,15,328,18.5,82.0,1007.4
2018,7,31,16,298,19.0,82.0,1007.4
2018,7,31,17,260,17.5,86.0,1007.9
2018,7,31,18,218,17.6,87.0,1007.9
2018,7,31,19,171,17.4,84.0,1008.1
2018,7,31,20,134,17.3,81.0,1008.3
2018,7,31,21,75,16.8,85.0,1008.6
2018,7,31,22,40,16.7,81.0,1009.1
2018,7,31,23,26,16.3,81.0,1009.8
2018,8,1,0,19,15.7,86.0,1010.3
2018,8,1,1,19,15.4,86.0,1010.6
2018,8,1,2,16,15.0,86.0,1011.0
2018,8,1,3,28,14.8,85.0,1011.3
2018,8,1,4,117,14.6,85.0,1011.5
2018,8,1,5,230,14.9,83.0,1011.8
2018,8,1,6,320,16.2,75.0,1011.8
2018,8,1,7,293,17.3,65.0,1012.3
2018,8,1,8,297,18.3,61.0,1012.7
2018,8,1,9,342,18.5,57.0,1012.7
2018,8,1,10,388,18.7,59.0,1013.2
2018,8,1,11,329,19.3,59.0,1013.7
2018,8,1,12,373,20.0,57.0,1013.7
2018,8,1,13,489,20.6,52.0,1013.5
2018,8,1,14,405,20.7,52.0,1013.5
2018,8,1,15,326,20.5,57.0,1013.7
2018,8,1,16,278,19.1,69.0,1014.0
2018,8,1,17,218,19.8,66.0,1014.0
2018,8,1,18,187,18.7,69.0,1014.5
2018,8,1,19,174,18.6,71.0,1014.3
2018,8,1,20,139,18.3,73.0,1014.3
2018,8,1,21,87,17.8,74.0,1014.2
2018,8,1,22,42,17.9,72.0,1014.0
2018,8,1,23,30,17.5,72.0,1014.0
2018,8,2,0,22,17.0,75.0,1013.8
2018,8,2,1,20,17.2,74.0,1014.2
2018,8,2,2,25,17.2,78.0,1013.8
2018,8,2,3,28,17.2,77.0,1013.8
2018,8,2,4,125,17.0,79.0,1013.7
2018,8,2,5,240,15.7,88.0,1013.8
2018,8,2,6,304,16.2,87.0,1013.2
2018,8,2,7,277,16.4,83.0,1013.7
2018,8,2,8,255,16.5,81.0,1014.0
2018,8,2,9,322,15.9,88.0,1014.3
2018,8,2,10,331,16.2,88.0,1014.3
2018,8,2,11,350,16.8,81.0,1014.3
2018,8,2,12,385,16.7,80.0,1014.5
2018,8,2,13,475,15.2,89.0,1014.7
2018,8,2,14,388,14.8,91.0,1015.0
2018,8,2,15,293,15.2,92.0,1014.8
2018,8,2,16,254,16.3,87.0,1014.5
2018,8,2,17,260,17.2,81.0,1014.3
2018,8,2,18,197,17.2,80.0,1014.2
2018,8,2,19,163,17.2,79.0,1014.2
2018,8,2,20,115,17.3,78.0,1014.3
2018,8,2,21,81,17.4,77.0,1014.2
2018,8,2,22,49,17.6,75.0,1014.3
2018,8,2,23,36,15.9,88.0,1014.5
2018,8,3,0,36,15.7,91.0,1014.5
2018,8,3,1,25,15.7,92.0,1014.3
2018,8,3,2,18,15.9,91.0,1014.0
2018,8,3,3,31,15.6,92.0,1013.7
2018,8,3,4,118,15.5,93.0,1013.3
2018,8,3,5,240,15.7,93.0,1013.2
2018,8,3,6,300,15.5,93.0,1012.8
2018,8,3,7,265,15.7,93.0,1013.0
2018,8,3,8,284,15.7,93.0,1012.8
2018,8,3,9,325,15.7,94.0,1012.8
2018,8,3,10,371,15.8,94.0,1012.8
2018,8,3,11,352,16.1,93.0,1012.5
2018,8,3,12,409,17.0,88.0,1012.2
2018,8,3,13,447,17.3,86.0,1012.0
2018,8,3,14,372,17.8,85.0,1011.8
2018,8,3,15,274,17.9,83.0,1011.5
2018,8,3,16,253,18.1,83.0,1011.1
2018,8,3,17,208,18.2,83.0,1011.0
2018,8,3,18,159,18.1,80.0,1011.1
2018,8,3,19,148,17.4,85.0,1011.1
2018,8,3,20,117,17.1,87.0,1011.1
